title,price_text,price,odometer_text,odometer_km,detail_url,network_id,card_id,inventory_year_filter,inventory_make_filter,inventory_model_filter,search_url,verified_at,detail_date,first_image_url,detail_page_title,carbarn_evidence,in_date_range,updated_at,dealer_stock_id,dealer_stock_ids,car_code,photo_count,all_image_urls,image_count,vin,registration_plate,body_type,fuel,transmission,dealer_comments,status_label,status_tooltip,price_badge_label,is_sold,matched_stock_no,matched_chassis,match_score,match_reason,match_status,mismatch_count,mismatch_fields,mismatch_messages
2020 Toyota Hiace DX LWB Auto,"$31,900",31900,readingprovidedbutdoe,,https://www.carsales.com.au/cars/details/2020-toyota-hiace-dx-lwb-auto/OAG-AD-25780114/,OAG-AD-25780114,OAG-AD-25780114,,,,,2026-05-14T13:17:39,,https://carsales.pxcrush.net/carsales/car/dealer/ay0ffuajq75011m7fbb50mbz5.jpg?pxc_format=jpeg&pxc_size=1200%2C630,2020 Toyota Hiace DX LWB Auto,stock_tail4_not_found:1092;stock_tail3_not_found:092,,2026-05-14T13:17:39,20201092,20201092,,,"[""https://carsales.pxcrush.net/carsales/car/dealer/ay0ffuajq75011m7fbb50mbz5.jpg?pxc_format=jpeg&pxc_size=1200%2C630""]",1,,,"Van, 5 doors, 6 seats",introduced to the en,6 speed Automatic,"Stock - TOYOTA Hiace DX | Petrol | 36000 KM We are open on public holidays and 7 days a week Key Features: Power Windows Air Conditioning Airbags Power steering Reversing Camera Remote Key Rear Wiper Toyota Safety Sense (TSS) Recently serviced and professionally detailed 6 months NSW registration is on us Warranty & Coverage: 5 Years Comprehensive Mechanical and Electrical Warranty! Coverage of up to $5,000 per claim Unlimited claims and kilometers Car rental and accommodation included for breakdowns 1 Year FREE Roadside Assistance Simple, hassle-free claims process Valid across Australia Pricing: We offer the most competitive prices in Australia Price match available on similar listings Website: - Location: - 128 , , NSW Contact for Inspection: - WhatsApp: https:/// - Call: - Open 7 days a week DOOR DELIVERY IS AVAILABLE TO ALL STATES We work with over 30 leading Australian carriers and get the best delivery rates from us: - Newcastle and Wollongong area $200 - Canberra $300 - Melbourne $450 - Brisbane $550 - Adelaide $1200 - Tasmania $1400 - Perth $1600 Show more",On hold,The seller has taken the car off the market for a short period of time. The seller may choose to make the car available again soon.,,False,,,0.0,stock_tail4_not_found:1092;stock_tail3_not_found:092,sold,0,,
2013 Toyota Estima Aeras Hybrid Auto 4WD,"$26,900",26900,readingprovidedbutdoe,,https://www.carsales.com.au/cars/details/2013-toyota-estima-aeras-hybrid-auto-4wd/OAG-AD-25780116/,OAG-AD-25780116,OAG-AD-25780116,,,,,2026-05-14T13:17:39,,https://carsales.pxcrush.net/carsales/car/dealer/br9pfjd4ojg7tdmratxxzr4mx.jpg?pxc_format=jpeg&pxc_size=1200%2C630,2013 Toyota Estima Aeras Hybrid Auto 4WD,stock_tail4_not_found:1088;stock_tail3_not_found:088,,2026-05-14T13:17:39,20131088,20131088,,,"[""https://carsales.pxcrush.net/carsales/car/dealer/br9pfjd4ojg7tdmratxxzr4mx.jpg?pxc_format=jpeg&pxc_size=1200%2C630""]",1,,,"People Mover, 5 doors, 7 seats",introduced to the en,1 speed Automatic,"Stock - TOYOTA Estima HYBRID 4WD AERAS | Hybrid | 68228 KM We are open on public holidays and 7 days a week Key Features: Power Windows Brake Assist Fog Lights Rear Wiper Air Conditioning Power steering Cruise Control Dual Electric Sliding Door Reversing Camera Multi-Function Steering Wheel Airbags 2 Interior in excellent condition without any tears or marks 6 months NSW registration is on us Warranty & Coverage: 5 Years Warranty: Hybrid Battery, Electrical and Mechanical Coverage of up to $5,000 per claim Unlimited claims and kilometers Car rental and accommodation included for breakdowns 1 Year FREE Roadside Assistance Simple, hassle-free claims process Valid across Australia Pricing: We offer the most competitive prices in Australia Price match available on similar listings Website: - Location: - 128 , , NSW Contact for Inspection: - WhatsApp: https:/// - Call: - Open 7 days a week DOOR DELIVERY IS AVAILABLE TO ALL STATES We work with over 30 leading Australian carriers and get the best delivery rates from us: - Newcastle and Wollongong area $200 - Canberra $300 - Melbourne $450 - Brisbane $550 - Adelaide $1200 - Tasmania $1400 - Perth $1600 Show more",On hold,The seller has taken the car off the market for a short period of time. The seller may choose to make the car available again soon.,,False,,,0.0,stock_tail4_not_found:1088;stock_tail3_not_found:088,sold,0,,
2022 Nissan Serena e-POWER Highway Star C27 Auto,"$32,900",32900,"21,000km",21000,https://www.carsales.com.au/cars/details/2022-nissan-serena-e-power-highway-star-c27-auto/OAG-AD-25829606/,OAG-AD-25829606,OAG-AD-25829606,2022,NISSAN,Serena,,2026-05-14T13:17:39,,https://carsales.pxcrush.net/carsales/car/dealer/8odwqzujrw4tl3tpco05mi5zi.jpg?pxc_format=jpeg&pxc_size=1200%2C630,2022 Nissan Serena e-POWER Highway Star C27 Auto,stock_tail4_match:1074,,2026-05-14T13:17:39,20221074,20221074,1229,25,"[""https://carsales.pxcrush.net/carsales/car/dealer/8odwqzujrw4tl3tpco05mi5zi.jpg?pxc_format=jpeg&pxc_size=1200%2C630""]",1,6ZZM00HFC27142932,Check with seller,Wagon,Hybrid,Automatic,"2021 NISSAN Serena E-Power Highway Star V | Hybrid | 21,000 KM 5-Year Hybrid Battery Warranty! A low-kilometre Nissan Serena E-Power Highway Star V Hybrid built for family use, school runs, rideshare, and comfortable daily driving. With smooth E-Power hybrid performance, Pro-Pilot Assist, dual electric sliding doors, 360 parking camera, and excellent interior condition, this Serena is a smart and practical people mover. Key Features: E-Power Hybrid engine Highway Star V package Low 21,000 KM Pro-Pilot Assist Cruise Control 360 Parking Assist Camera Dual Electric Sliding Doors Brake Assist Air Conditioning Power Steering Multi-Function Steering Wheel Power Windows Rear Wiper Airbags Interior in excellent condition without any tears or marks 6 months NSW registration included Warranty & Coverage: 5 Years Warranty: Hybrid Battery, Electrical and Mechanical Coverage of up to $5,000 per claim Unlimited claims and kilometers 1 Year FREE Roadside Assistance Valid across Australia Why This Serena Stands Out: Low-kilometre E-Power hybrid family people mover Highway Star V styling with practical cabin space Dual electric sliding doors for easy passenger access Pro-Pilot Assist and 360 camera for confident driving Great for families, rideshare, school runs, or weekend trips Pricing: We offer the most competitive prices in Australia Price match available on similar listings Website: Location: Unit D3, 128 , , NSW Contact for Inspection: WhatsApp: https:/// Call: Open 7 days a week, from 8 am to 5 pm, including public holidays DOOR DELIVERY IS AVAILABLE TO ALL STATES Newcastle/Wollongong $200 | Canberra $300 | Melbourne $450 | Brisbane $550 | Adelaide $1200 | Tasmania $1400 | Perth $1600 #AU #NissanSerena #SerenaEPower #HybridPeopleMover #FamilyCar #UsedHybrid Show more",,,,False,1074,HFC27-142932,100.0,stock_tail4_match:1074,identified,0,,
2022 Nissan Serena e-POWER Highway Star C27 Auto,"$34,900",34900,"23,107km",23107,https://www.carsales.com.au/cars/details/2022-nissan-serena-e-power-highway-star-c27-auto/OAG-AD-25833173/,OAG-AD-25833173,OAG-AD-25833173,2022,NISSAN,Serena,,2026-05-14T13:17:39,,https://carsales.pxcrush.net/carsales/car/dealer/m14wa154nw2fpke4f4lhu4jx.jpg?pxc_format=jpeg&pxc_size=1200%2C630,2022 Nissan Serena e-POWER Highway Star C27 Auto,stock_tail4_match:1077,,2026-05-14T13:17:39,20221077,20221077,1338,40,"[""https://carsales.pxcrush.net/carsales/car/dealer/m14wa154nw2fpke4f4lhu4jx.jpg?pxc_format=jpeg&pxc_size=1200%2C630""]",1,6ZZN00HFC27134009,Check with seller,Wagon,Hybrid,Automatic,"2022 NISSAN Serena E-Power | Hybrid | 23,107 KM 5-Year Hybrid Battery Warranty! A low-kilometre Nissan Serena E-Power Hybrid built for family use, school runs, rideshare, and comfortable daily driving. With smooth E-Power hybrid performance, Pro-Pilot Assist, dual electric sliding doors, reversing camera, parking assist camera, and excellent interior condition, this Serena is a practical and fuel-efficient people mover ready for inspection. Key Features: E-Power Hybrid engine Low 23,000 KM Pro-Pilot Assist Push start and keyless entry Cruise Control Dual Electric Sliding Doors Reversing Camera Parking Assist Camera Air Conditioning Power Steering Power Windows Fog Lights Rear Wiper Airbags Foldable Rear Seat Interior in excellent condition without any tears or marks 6 months NSW registration included Warranty & Coverage: 5 Years Warranty: Hybrid Battery, Electrical and Mechanical Coverage of up to $5,000 per claim Unlimited claims and kilometers 1 Year FREE Roadside Assistance Valid across Australia Why This Serena Stands Out: Low-kilometre E-Power hybrid people mover Great option for family use, rideshare, school runs, or business use Dual electric sliding doors for easy passenger access Pro-Pilot Assist, reversing camera, and parking assist camera for confident driving Clean interior and ready for inspection Pricing: We offer the most competitive prices in Australia Price match available on similar listings Website: Location: Unit D3, 128 , , NSW Contact for Inspection: WhatsApp: https:/// Call: Open 7 days a week, from 8 am to 5 pm, including public holidays DOOR DELIVERY IS AVAILABLE TO ALL STATES Newcastle/Wollongong $200 | Canberra $300 | Melbourne $450 | Brisbane $550 | Adelaide $1200 | Tasmania $1400 | Perth $1600 #AU #NissanSerena #SerenaEPower #HybridPeopleMover #FamilyCar #UsedHybrid Show more",,,,False,1077,HFC27-134009,100.0,stock_tail4_match:1077,identified,0,,
2021 Nissan Serena Highway Star S-Hybrid C27 Auto,"$29,900",29900,"44,000km",44000,https://www.carsales.com.au/cars/details/2021-nissan-serena-highway-star-s-hybrid-c27-auto/OAG-AD-25833176/,OAG-AD-25833176,OAG-AD-25833176,2021,NISSAN,Serena,,2026-05-14T13:17:39,,https://carsales.pxcrush.net/carsales/car/dealer/4cmaspo1yjp4ikl6dnv4d92l2.jpg?pxc_format=jpeg&pxc_size=1200%2C630,2021 Nissan Serena Highway Star S-Hybrid C27 Auto,stock_tail4_match:1085,,2026-05-14T13:17:39,20211085,20211085,1349,4,"[""https://carsales.pxcrush.net/carsales/car/dealer/4cmaspo1yjp4ikl6dnv4d92l2.jpg?pxc_format=jpeg&pxc_size=1200%2C630""]",1,6ZZM00GFC27230318,Check with seller,Wagon,Petrol,Automatic,"2021 NISSAN Serena Highway Star V | Hybrid | 44,000 KM 5-Year Hybrid Battery Warranty! A spacious and fuel-efficient Nissan Serena Highway Star V Hybrid built for family use, daily driving, school runs, rideshare, and long-distance comfort. With Pro-Pilot Assist, practical people mover space, and excellent interior condition, this Serena is a smart choice for anyone wanting comfort, safety, and hybrid efficiency. Key Features: Hybrid engine Highway Star V package Pro-Pilot Assist Air Conditioning Power Steering Multi-Function Steering Wheel Power Windows Fog Lights Rear Wiper 6 Airbags Interior in excellent condition without any tears or marks Recently serviced and professionally detailed 6 months NSW registration included Warranty & Coverage: 5 Years Warranty: Hybrid Battery, Electrical and Mechanical Coverage of up to $5,000 per claim Unlimited claims and kilometers 1 Year FREE Roadside Assistance Valid across Australia Why This Serena Stands Out: Popular hybrid family people mover Highway Star V styling with practical cabin space Pro-Pilot Assist for extra driving confidence Great option for family use, rideshare, school runs, or weekend trips Clean interior and ready for inspection Pricing: We offer the most competitive prices in Australia Price match available on similar listings Website: Location: Unit D3, 128 , , NSW Contact for Inspection: WhatsApp: https:/// Call: Open 7 days a week, from 8 am to 5 pm, including public holidays DOOR DELIVERY IS AVAILABLE TO ALL STATES Newcastle/Wollongong $200 | Canberra $300 | Melbourne $450 | Brisbane $550 | Adelaide $1200 | Tasmania $1400 | Perth $1600 #AU #NissanSerena #SerenaHybrid #FamilyCar #HybridPeopleMover #UsedHybrid Show more",,,,False,1085,GFC27-230318,100.0,stock_tail4_match:1085,identified,0,,
1999 Toyota Hiace Super Custom Grand Auto,"$43,900",43900,"77,859km",77859,https://www.carsales.com.au/cars/details/1999-toyota-hiace-super-custom-grand-auto/OAG-AD-25826050/,OAG-AD-25826050,OAG-AD-25826050,1999,TOYOTA,CAMROAD,,2026-05-14T13:17:39,,https://carsales.pxcrush.net/carsales/car/dealer/41vumklo0kgjgjlftmq1j16u7.jpg?pxc_format=jpeg&pxc_size=1200%2C630,1999 Toyota Hiace Super Custom Grand Auto,stock_tail3_match:984,,2026-05-14T13:17:39,1999984,1999984,1307,29,"[""https://carsales.pxcrush.net/carsales/car/dealer/41vumklo0kgjgjlftmq1j16u7.jpg?pxc_format=jpeg&pxc_size=1200%2C630""]",1,6ZZX0LY1110006633,Check with seller,People Mover,Diesel,Automatic,"Stock - TOYOTA CAMROAD Motorhome | Diesel | 77859 KM We are open on public holidays and 7 days a week Key Features: Air Conditioning Power steering Reversing Camera Parking assist camera Power Windows Windshield wiper Over-cab Bed Dining table Sink Cabinets Power Outlet Toilet Stove Top Fridge Recently serviced and professionally detailed 6 months NSW registration is on us Pricing: We offer the most competitive prices in Australia Price match available on similar listings Website: - Location: - 128 , , NSW Contact for Inspection: - WhatsApp: https:/// - Call: - Open 7 days a week DOOR DELIVERY IS AVAILABLE TO ALL STATES We work with over 30 leading Australian carriers and get the best delivery rates from us: - Newcastle and Wollongong area $200 - Canberra $300 - Melbourne $450 - Brisbane $550 - Adelaide $1200 - Tasmania $1400 - Perth $1600 Show more",,,,False,984,LY1110006633,95.0,stock_tail3_match:984,identified,0,,
2013 Toyota Hiace DX LWB Auto 4WD,"$29,400",29400,"166,000km",166000,https://www.carsales.com.au/cars/details/2013-toyota-hiace-dx-lwb-auto-4wd/OAG-AD-25833178/,OAG-AD-25833178,OAG-AD-25833178,2013,TOYOTA,Hiace,,2026-05-14T13:17:39,,https://carsales.pxcrush.net/carsales/car/dealer/i0apuon6ccd15ya5z52kruoy.jpg?pxc_format=jpeg&pxc_size=1200%2C630,2013 Toyota Hiace DX LWB Auto 4WD,stock_tail4_match:1024,,2026-05-14T13:17:39,20131024,20131024,1351,6,"[""https://carsales.pxcrush.net/carsales/car/dealer/i0apuon6ccd15ya5z52kruoy.jpg?pxc_format=jpeg&pxc_size=1200%2C630""]",1,6ZZDKDH2068064478,Check with seller,Van,Diesel,Automatic,"2013 TOYOTA Hiace 4WD | Diesel | 166,000 KM 5-Year Extended Warranty Available! A tough and practical Toyota Hiace 4WD diesel built for work, trades, delivery, transport, camper conversion plans, or business use. With Toyotas strong reputation for reliability, diesel performance, and 4WD capability, this Hiace is a solid option for anyone needing a dependable van ready for everyday use. Key Features: Diesel engine 4WD Air Conditioning All Electric Windows Power Windows 1 Airbag Recently serviced and professionally detailed 6 months NSW registration included Warranty & Coverage: 5 Years Comprehensive Mechanical and Electrical Extended Warranty Coverage of up to $5,000 per claim Unlimited claims and kilometers Car rental and accommodation included for breakdowns 1 Year FREE Roadside Assistance Simple, hassle-free claims process Valid across Australia Why This Hiace Stands Out: Toyota Hiace is one of Australias most trusted commercial vans Diesel 4WD setup for extra usability and confidence Great option for trades, courier work, transport, business use, or camper conversion Clean, serviced, detailed, and ready for inspection Pricing: We offer the most competitive prices in Australia Price match available on similar listings Website: Location: Unit D3, 128 , , NSW Contact for Inspection: WhatsApp: https:/// Call: Open 7 days a week, from 8 am to 5 pm, including public holidays DOOR DELIVERY IS AVAILABLE TO ALL STATES Newcastle and Wollongong $200 | Canberra $300 | Melbourne $450 | Brisbane $550 | Adelaide $1200 | Tasmania $1400 | Perth $1600 #AU #ToyotaHiace #Hiace4WD #DieselVan #WorkVan #CamperVan Show more",,,,False,1024,KDH206-8064478,100.0,stock_tail4_match:1024,identified,0,,
2019 Toyota Hiace DX LWB Auto,"$34,900",34900,"30,139km",30139,https://www.carsales.com.au/cars/details/2019-toyota-hiace-dx-lwb-auto/OAG-AD-25830065/,OAG-AD-25830065,OAG-AD-25830065,2019,TOYOTA,Hiace,,2026-05-14T13:17:39,,https://carsales.pxcrush.net/carsales/car/dealer/ca9hjkmp556iqc449yl6ninza.jpg?pxc_format=jpeg&pxc_size=1200%2C630,2019 Toyota Hiace DX LWB Auto,stock_tail4_match:1067,,2026-05-14T13:17:39,20191067,20191067,1243,25,"[""https://carsales.pxcrush.net/carsales/car/dealer/ca9hjkmp556iqc449yl6ninza.jpg?pxc_format=jpeg&pxc_size=1200%2C630""]",1,6ZZKTRH2000312757,Check with seller,Van,Petrol,Automatic,"2019 TOYOTA Hiace High Roof DX Package | Petrol | 30,139 KM 5-Year Extended Warranty Available! A clean, low-kilometre Toyota Hiace High Roof DX built for work, delivery, trades, transport, business use, or camper conversion plans. With only 30,139 KM, petrol power, Toyota Safety Sense, and extra high roof practicality, this Hiace is a smart choice for anyone needing a dependable and versatile van. Key Features: Petrol engine High Roof DX Package Toyota Safety Sense Traction Control System Lane Departure Warning Air Conditioning Power Steering Power Windows Airbags Reversing Camera Rear Wiper Windshield Wiper Recently serviced and professionally detailed 6 months NSW registration included Warranty & Coverage: 5 Years Comprehensive Mechanical and Electrical Extended Warranty Coverage of up to $5,000 per claim Unlimited claims and kilometers Car rental and accommodation included for breakdowns 1 Year FREE Roadside Assistance Simple, hassle-free claims process Valid across Australia Why This Hiace Stands Out: Low 30,139 KM for a 2019 model High Roof layout gives extra space and practicality Toyota Safety Sense for added driving confidence Great option for trades, courier work, business use, or camper conversion Clean, serviced, detailed, and ready for inspection Pricing: We offer the most competitive prices in Australia Price match available on similar listings Website: Location: Unit D3, 128 , , NSW Contact for Inspection: WhatsApp: https:/// Call: Open 7 days a week, from 8 am to 5 pm, including public holidays DOOR DELIVERY IS AVAILABLE TO ALL STATES Newcastle and Wollongong $200 | Canberra $300 | Melbourne $450 | Brisbane $550 | Adelaide $1200 | Tasmania $1400 | Perth $1600 #AU #ToyotaHiace #HiaceVan #HighRoof #WorkVan #CamperVan Show more",,,Well below market price,False,1067,TRH200-0312757,100.0,stock_tail4_match:1067,identified,0,,
2019 Subaru XV Advance GTE Auto AWD,"$25,900",25900,"37,823km",37823,https://www.carsales.com.au/cars/details/2019-subaru-xv-advance-gte-auto-awd/OAG-AD-25833177/,OAG-AD-25833177,OAG-AD-25833177,2019,SUBARU,Impreza,,2026-05-14T13:17:39,,https://carsales.pxcrush.net/carsales/car/dealer/ehl33qlno16pk61kj9799yp06.jpg?pxc_format=jpeg&pxc_size=1200%2C630,2019 Subaru XV Advance GTE Auto AWD,stock_tail4_match:1089,,2026-05-14T13:17:39,20191089,20191089,1344,43,"[""https://carsales.pxcrush.net/carsales/car/dealer/ehl33qlno16pk61kj9799yp06.jpg?pxc_format=jpeg&pxc_size=1200%2C630""]",1,6ZZK0000GTE004122,Check with seller,Hatch,Hybrid,Automatic,"2019 SUBARU Impreza XV 4WD | Hybrid | 37,823 KM 5-Year Hybrid Battery Warranty! A clean and practical Subaru Impreza XV Hybrid 4WD built for daily driving, weekend trips, family use, and confident all-weather driving. With hybrid efficiency, 4WD capability, modern safety features, reversing camera, and excellent interior condition, this XV is a smart SUV-style hatch for comfort, safety, and everyday reliability. Key Features: Hybrid engine 4WD Power Windows Airbags 6 Airbags Fog Lights Rear Wiper Air Conditioning Cruise Control Reversing Camera Parking Assist Camera Push Start and Keyless Entry Traction Control System Power Steering Lane Departure Warning Front Vehicle Collision Warning Interior in excellent condition without any tears or marks 6 months NSW registration included Warranty & Coverage: 5 Years Warranty: Hybrid Battery, Electrical and Mechanical Coverage of up to $5,000 per claim Unlimited claims and kilometers Car rental and accommodation included for breakdowns 1 Year FREE Roadside Assistance Valid across Australia Why This XV Stands Out: Hybrid 4WD setup for fuel saving and extra confidence Great option for daily driving, family use, and weekend trips Safety features including Lane Departure Warning and Front Vehicle Collision Warning Practical SUV-style hatch with Subaru road confidence Pricing: We offer the most competitive prices in Australia Price match available on similar listings Website: Location: Unit D3, 128 , , NSW Contact for Inspection: WhatsApp: https:/// Call: Open 7 days a week, from 8 am to 5 pm, including public holidays DOOR DELIVERY IS AVAILABLE TO ALL STATES Newcastle and Wollongong $200 | Canberra $300 | Melbourne $450 | Brisbane $550 | Adelaide $1200 | Tasmania $1400 | Perth $1600 #AU #SubaruXV #SubaruHybrid #HybridSUV #4WD #UsedHybrid Show more",,,,False,1089,GTE-004122,100.0,stock_tail4_match:1089,identified,0,,
2021 Toyota Corolla Touring WxB Hybrid Auto,"$28,900",28900,"42,475km",42475,https://www.carsales.com.au/cars/details/2021-toyota-corolla-touring-wxb-hybrid-auto/OAG-AD-25833175/,OAG-AD-25833175,OAG-AD-25833175,2021,TOYOTA,Corolla,,2026-05-14T13:17:39,,https://carsales.pxcrush.net/carsales/car/dealer/6rz2arypr5hy17ktyiszyqkpe.jpg?pxc_format=jpeg&pxc_size=1200%2C630,2021 Toyota Corolla Touring WxB Hybrid Auto,stock_tail4_match:1107,,2026-05-14T13:17:39,20211107,20211107,1345,34,"[""https://carsales.pxcrush.net/carsales/car/dealer/6rz2arypr5hy17ktyiszyqkpe.jpg?pxc_format=jpeg&pxc_size=1200%2C630""]",1,6ZZMZWE2116066459,Check with seller,Wagon,Hybrid,Automatic,"2021 TOYOTA Corolla S Touring | Hybrid | 42,475 KM 5-Year Hybrid Battery Warranty! A stylish and fuel-efficient Toyota Corolla S Touring Hybrid built for daily driving, family use, commuting, and long-distance comfort. With Toyota Safety Sense, Radar Cruise Control, 8 airbags, wagon practicality, and excellent interior condition, this Corolla Touring is a smart choice for anyone wanting economy, safety, and everyday reliability. Key Features: Hybrid engine S Touring package Toyota Safety Sense (TSS) EV Mode Push start and keyless entry Radar Cruise Control Traction Control System Lane Departure Warning 8 Airbags Power Steering Multi-Function Steering Wheel Air Conditioning Power Windows Rear Wiper Interior in excellent condition without any tears or marks 6 months NSW registration included Warranty & Coverage: 5 Years Warranty: Hybrid Battery, Electrical and Mechanical Coverage of up to $5,000 per claim Unlimited claims and kilometers Car rental and accommodation included for breakdowns 1 Year FREE Roadside Assistance Valid across Australia Why This Corolla Stands Out: Toyota hybrid wagon with excellent fuel economy S Touring package with practical wagon space Toyota Safety Sense with Radar Cruise and Lane Departure Warning Great for family use, commuting, business, or rideshare Clean interior and ready for inspection Pricing: Competitive pricing Price match available on similar listings Website: Location: Unit D3, 128 , , NSW Contact: WhatsApp: https:/// Call: Open 7 days, 8 am to 5 pm, including public holidays DOOR DELIVERY AVAILABLE TO ALL STATES Newcastle/Wollongong $200 | Canberra $300 | Melbourne $450 | Brisbane $550 | Adelaide $1200 | Tasmania $1400 | Perth $1600 #AU #ToyotaCorolla #CorollaHybrid #HybridWagon #UsedHybrid #FuelEfficient Show more",,,Around market price,False,1107,ZWE211-6066459,100.0,stock_tail4_match:1107,identified,0,,
2022 Toyota Corolla Touring Hybrid G-X Plus Auto,"$29,900",29900,readingprovidedbutdoe,,https://www.carsales.com.au/cars/details/2022-toyota-corolla-touring-hybrid-g-x-plus-auto/OAG-AD-25833172/,OAG-AD-25833172,OAG-AD-25833172,2022,TOYOTA,Corolla,,2026-05-14T13:17:39,,https://carsales.pxcrush.net/carsales/car/dealer/56474611b14a9dbb4d35312373ddcf53.jpg?pxc_format=jpeg&pxc_size=1200%2C630,2022 Toyota Corolla Touring Hybrid G-X Plus Auto,stock_tail4_match:1108,,2026-05-14T13:17:39,20221108,20221108,,,"[""https://carsales.pxcrush.net/carsales/car/dealer/56474611b14a9dbb4d35312373ddcf53.jpg?pxc_format=jpeg&pxc_size=1200%2C630""]",1,,,"Wagon, 5 doors, 5 seats",efficient Toyota Cor,1 speed Automatic,"2022 TOYOTA Corolla Touring Hybrid G-X Plus | Hybrid | 42,607 KM 5-Year Hybrid Battery Warranty! A practical and fuel-efficient Toyota Corolla Touring Hybrid built for daily driving, family use, commuting, and long-distance comfort. With Toyota hybrid reliability, wagon practicality, excellent interior condition, and low running costs, this Corolla Touring is a smart choice for anyone wanting space, economy, and everyday dependability. Key Features: Traction Control System Lane Departure Warning EV Mode Reversing Camera Parking assist camera Air Conditioning Multi-Function Steering Wheel 2 Airbags Interior in excellent condition without any tears or marks 6 months NSW registration included Warranty & Coverage: 5 Years Warranty: Hybrid Battery, Electrical and Mechanical Coverage of up to $5,000 per claim Unlimited claims and kilometers Car rental and accommodation included for breakdowns 1 Year FREE Roadside Assistance Simple, hassle-free claims process Valid across Australia Why This Corolla Touring Stands Out: Toyota hybrid wagon with excellent fuel economy Practical Touring body with extra luggage space Great choice for family use, commuting, rideshare, or business use Clean interior, low running cost, and Toyota reliability Ready for inspection with 6 months NSW registration included Pricing: We offer the most competitive prices in Australia Price match available on similar listings Website: Location: Unit D3, 128 , , NSW Contact for Inspection: WhatsApp: [https:///](https:///) Call: Open 7 days a week, from 8 am to 5 pm, including public holidays DOOR DELIVERY IS AVAILABLE TO ALL STATES Newcastle and Wollongong $200 | Canberra $300 | Melbourne $450 | Brisbane $550 | Adelaide $1200 | Tasmania $1400 | Perth $1600 #AU #ToyotaCorolla #CorollaHybrid #HybridWagon #UsedHybrid #FuelEfficient Show more",On hold,The seller has taken the car off the market for a short period of time. The seller may choose to make the car available again soon.,,False,1108,ZWE211-6096098,100.0,stock_tail4_match:1108,sold,0,,
